Contract_Name,Function,Address,RTT,Gas_Used,Gas_Price,Transacction_Fee,Date
Market,constructor,0x32360782585B75e1Bf4154665241995De917b1d2,32.769243001937866,3662225,2860004132,0.0104739786323137,2024-03-18 13:02:03.008187
Market,constructor,0x7a1A81e484Ec837Ab34Bbe0cE7D95f10ad5c9017,44.17609405517578,3662225,2067762913,0.007572613034061425,2024-03-18 13:04:03.079263
Market,constructor,0x555EFfde4d02aDA869C0dDADa44a2Af9d7fB7c64,8.39808440208435,3662225,1868148024,0.0068415783971934,2024-03-18 13:04:27.400721
Market,constructor,0xa376a7bEbEa5c5373660bAF6F612f44E772ba137,8.343456983566284,3662225,1743969423,0.006386808420146175,2024-03-18 13:04:51.623413
Market,constructor,0x6cC382F8Ed05aBDBAa59A2d2b47e898f2913DD8B,20.728015422821045,3662225,1769499415,0.006480304995098375,2024-03-18 13:05:28.520027
Market,constructor,0x00cd928D97A49c484eF1A0B1D02Ac5CC837ED46f,30.423872470855713,3662225,1529164621,0.005600144904141725,2024-03-18 13:06:14.845593
Market,constructor,0x10c43E811AaAaFC09Cb8b4612f924809062CEd3A,7.917377233505249,3662225,1342173824,0.0049153425325984,2024-03-18 13:06:38.965058
Market,constructor,0x830E77988aAA33001821c9fF505426D623801f8e,7.2648749351501465,3662225,1236539285,0.004528485083009125,2024-03-18 13:07:02.464363
Market,constructor,0xe10dACC7AD9732D12B5dEaC95e58eFC7D5b7188F,32.898356199264526,3662225,1155456502,0.00423154168803695,2024-03-18 13:07:51.322419
Market,constructor,0x5f2718B5aB4d4E0d4714aa967002dA01E2133A4a,7.233830213546753,3662225,1046678907,0.003833173660188075,2024-03-18 13:08:14.683016
Market,constructor,0x82a66F0fDd1B8A265961612d1ab3FBA83771DAbB,8.24152684211731,3662225,988426197,0.003619839129308325,2024-03-18 13:08:38.829207
Market,constructor,0xFdB457969dCF84c5A4B5b6E93C7257BaaA9A6C79,9.100467681884766,3662225,989607412,0.0036241650044117,2024-03-18 13:09:04.093426
Market,constructor,0x926A613DC35A024a74B0569d33c5f586850c78F5,18.94460678100586,3662225,949930245,0.003478858291495125,2024-03-18 13:09:38.971664
Market,constructor,0xe6416171F43C7E68b2fe8D63D89f6E04F16774D4,7.515653133392334,3662225,914275821,0.003348283768561725,2024-03-18 13:10:02.646185
Market,constructor,0x8070D97BA2Af1158345dE063A5078391A412A332,69.79349040985107,3662225,854605091,0.003129756129387475,2024-03-18 13:11:28.632224
Market,constructor,0xb6C65A0EA02EEb67Bb92581b1eb42Bb4119cDe64,6.150162220001221,3662225,794797993,0.002910729079914425,2024-03-18 13:11:50.758427
Market,constructor,0x3BD12b5E871255af0133aBc70cb8194d2548501e,43.84458947181702,3662225,746458422,0.00273369869450895,2024-03-18 13:12:50.747378
Market,constructor,0x3710492Bbc26A4D287A9129aB699f5222bB496b7,19.807981967926025,3662225,742208117,0.002718133121280325,2024-03-18 13:13:26.687784
Market,constructor,0xB1d56D338F66f73dC51F5D93E8837A0Ce4632Fb5,7.880805969238281,3662225,1463301604,0.0053589397167089,2024-03-18 13:13:50.954068
Market,constructor,0xb15631f3C695a06BB99178b6Ac24C8D675Ed1786,19.794344902038574,3662225,1408280910,0.00515744155562475,2024-03-18 13:14:26.702220
